"year","site","state","sex","race","mortality","incidence","population"
2002,"Non-Hodgkin Lymphoma","georgia","Male","White",194.73,488,2906458
2002,"Non-Hodgkin Lymphoma","hawaii","Female","Black",0,0,14517
2002,"Non-Hodgkin Lymphoma","hawaii","Female","Hispanic",0,0,43987
2002,"Non-Hodgkin Lymphoma","hawaii","Female","White",0,25,139864
2002,"Non-Hodgkin Lymphoma","hawaii","Male","Black",0,0,20047
2002,"Non-Hodgkin Lymphoma","hawaii","Male","Hispanic",0,0,46389
2002,"Non-Hodgkin Lymphoma","hawaii","Male","White",0,43,160662
2002,"Non-Hodgkin Lymphoma","idaho","Female","Black",0,0,3958
2002,"Non-Hodgkin Lymphoma","idaho","Female","Hispanic",0,0,52627
2002,"Non-Hodgkin Lymphoma","idaho","Female","White",36.27,114,647689
2002,"Non-Hodgkin Lymphoma","idaho","Male","Black",0,0,5096
2002,"Non-Hodgkin Lymphoma","idaho","Male","Hispanic",0,0,60690
2002,"Non-Hodgkin Lymphoma","idaho","Male","White",37.74,133,650629
2002,"Non-Hodgkin Lymphoma","illinois","Female","Black",44.6,94,1037157
2002,"Non-Hodgkin Lymphoma","illinois","Female","Hispanic",15.64,49,782141
2002,"Non-Hodgkin Lymphoma","illinois","Female","White",418.16,993,5099493
2002,"Non-Hodgkin Lymphoma","illinois","Male","Black",31.15,98,916262
2002,"Non-Hodgkin Lymphoma","illinois","Male","Hispanic",15.85,85,880504
2002,"Non-Hodgkin Lymphoma","illinois","Male","White",434.01,1115,4988578
2002,"Non-Hodgkin Lymphoma","indiana","Female","Black",0,28,287579
2002,"Non-Hodgkin Lymphoma","indiana","Female","Hispanic",0,0,110019
2002,"Non-Hodgkin Lymphoma","indiana","Female","White",223.71,483,2796420
2002,"Non-Hodgkin Lymphoma","indiana","Male","Black",15.93,46,265480
2002,"Non-Hodgkin Lymphoma","indiana","Male","Hispanic",0,17,132757
2002,"Non-Hodgkin Lymphoma","indiana","Male","White",255.05,600,2713324
2002,"Non-Hodgkin Lymphoma","iowa","Female","Black",0,0,35292
2002,"Non-Hodgkin Lymphoma","iowa","Female","Hispanic",0,0,42998
2002,"Non-Hodgkin Lymphoma","iowa","Female","White",157.41,335,1431015
2002,"Non-Hodgkin Lymphoma","iowa","Male","Black",0,0,37994
2002,"Non-Hodgkin Lymphoma","iowa","Male","Hispanic",0,0,51102
2002,"Non-Hodgkin Lymphoma","iowa","Male","White",159.92,323,1378619
2002,"Non-Hodgkin Lymphoma","kansas","Female","Black",0,0,85398
2002,"Non-Hodgkin Lymphoma","kansas","Female","Hispanic",0,0,95374
2002,"Non-Hodgkin Lymphoma","kansas","Female","White",105.37,242,1239654
2002,"Non-Hodgkin Lymphoma","kansas","Male","Black",0,0,86268
2002,"Non-Hodgkin Lymphoma","kansas","Male","Hispanic",0,0,110011
2002,"Non-Hodgkin Lymphoma","kansas","Male","White",110.48,269,1214105
2002,"Non-Hodgkin Lymphoma","kentucky","Female","Black",0,0,161265
2002,"Non-Hodgkin Lymphoma","kentucky","Female","Hispanic",0,0,28368
2002,"Non-Hodgkin Lymphoma","kentucky","Female","White",148.34,378,1901762
2002,"Non-Hodgkin Lymphoma","kentucky","Male","Black",0,18,154283
2002,"Non-Hodgkin Lymphoma","kentucky","Male","Hispanic",0,0,40017
2002,"Non-Hodgkin Lymphoma","kentucky","Male","White",157,388,1825589
2002,"Non-Hodgkin Lymphoma","louisiana","Female","Black",32.08,79,782468
2002,"Non-Hodgkin Lymphoma","louisiana","Female","Hispanic",0,0,56642
2002,"Non-Hodgkin Lymphoma","louisiana","Female","White",144.78,304,1477307
2002,"Non-Hodgkin Lymphoma","louisiana","Male","Black",27.94,70,698530
2002,"Non-Hodgkin Lymphoma","louisiana","Male","Hispanic",0,0,59984
2002,"Non-Hodgkin Lymphoma","louisiana","Male","White",148.31,335,1426028
2002,"Non-Hodgkin Lymphoma","maine","Female","Black",0,0,4305
2002,"Non-Hodgkin Lymphoma","maine","Female","Hispanic",0,0,5331
2002,"Non-Hodgkin Lymphoma","maine","Female","White",59.19,149,650400
2002,"Non-Hodgkin Lymphoma","maine","Male","Black",0,0,5748
2002,"Non-Hodgkin Lymphoma","maine","Male","Hispanic",0,0,5548
2002,"Non-Hodgkin Lymphoma","maine","Male","White",58.06,147,617686
2002,"Non-Hodgkin Lymphoma","maryland","Female","Black",23.67,0,845477
2002,"Non-Hodgkin Lymphoma","maryland","Female","Hispanic",0,0,125898
2002,"Non-Hodgkin Lymphoma","maryland","Female","White",122.17,0,1823458
2002,"Non-Hodgkin Lymphoma","maryland","Male","Black",23.05,0,743503
2002,"Non-Hodgkin Lymphoma","maryland","Male","Hispanic",0,0,137187
2002,"Non-Hodgkin Lymphoma","maryland","Male","White",182.66,0,1756310
2002,"Non-Hodgkin Lymphoma","massachusetts","Female","Black",0,21,229831
2002,"Non-Hodgkin Lymphoma","massachusetts","Female","Hispanic",0,27,234925
2002,"Non-Hodgkin Lymphoma","massachusetts","Female","White",278,647,2926363
2002,"Non-Hodgkin Lymphoma","massachusetts","Male","Black",0,34,214120
2002,"Non-Hodgkin Lymphoma","massachusetts","Male","Hispanic",0,22,231057
2002,"Non-Hodgkin Lymphoma","massachusetts","Male","White",259.37,637,2730223
2002,"Non-Hodgkin Lymphoma","michigan","Female","Black",32.8,78,780895
2002,"Non-Hodgkin Lymphoma","michigan","Female","Hispanic",0,0,166548
2002,"Non-Hodgkin Lymphoma","michigan","Female","White",380.86,878,4185289
2002,"Non-Hodgkin Lymphoma","michigan","Male","Black",35.24,83,704796
2002,"Non-Hodgkin Lymphoma","michigan","Male","Hispanic",0,0,186464
2002,"Non-Hodgkin Lymphoma","michigan","Male","White",412.08,902,4079993
2002,"Non-Hodgkin Lymphoma","minnesota","Female","Black",0,0,104008
2002,"Non-Hodgkin Lymphoma","minnesota","Female","Hispanic",0,0,74529
2002,"Non-Hodgkin Lymphoma","minnesota","Female","White",194.14,479,2311232
2002,"Non-Hodgkin Lymphoma","minnesota","Male","Black",0,0,111251
2002,"Non-Hodgkin Lymphoma","minnesota","Male","Hispanic",0,0,88413
2002,"Non-Hodgkin Lymphoma","minnesota","Male","White",226.4,569,2263975
2002,"Non-Hodgkin Lymphoma","mississippi","Female","Black",16.24,0,560103
2002,"Non-Hodgkin Lymphoma","mississippi","Female","Hispanic",0,0,18657
2002,"Non-Hodgkin Lymphoma","mississippi","Female","White",81.08,0,900922
2002,"Non-Hodgkin Lymphoma","mississippi","Male","Black",18.89,0,497010
2002,"Non-Hodgkin Lymphoma","mississippi","Male","Hispanic",0,0,25515
2002,"Non-Hodgkin Lymphoma","mississippi","Male","White",90.07,0,874478
2002,"Non-Hodgkin Lymphoma","missouri","Female","Black",19.09,33,353599
2002,"Non-Hodgkin Lymphoma","missouri","Female","Hispanic",0,0,63450
2002,"Non-Hodgkin Lymphoma","missouri","Female","White",237.8,491,2503205
2002,"Non-Hodgkin Lymphoma","missouri","Male","Black",0,30,314181
2002,"Non-Hodgkin Lymphoma","missouri","Male","Hispanic",0,16,70807
2002,"Non-Hodgkin Lymphoma","missouri","Male","White",247.41,556,2402045
2002,"Non-Hodgkin Lymphoma","montana","Female","Black",0,0,1958
2002,"Non-Hodgkin Lymphoma","montana","Female","Hispanic",0,0,9921
2002,"Non-Hodgkin Lymphoma","montana","Female","White",26.92,86,420694
2002,"Non-Hodgkin Lymphoma","montana","Male","Black",0,0,2736
2002,"Non-Hodgkin Lymphoma","montana","Male","Hispanic",0,0,10167
2002,"Non-Hodgkin Lymphoma","montana","Male","White",35.96,98,418187
2002,"Non-Hodgkin Lymphoma","nebraska","Female","Black",0,0,39361
2002,"Non-Hodgkin Lymphoma","nebraska","Female","Hispanic",0,0,49488
2002,"Non-Hodgkin Lymphoma","nebraska","Female","White",66.64,161,812704
2002,"Non-Hodgkin Lymphoma","nebraska","Male","Black",0,0,38530
2002,"Non-Hodgkin Lymphoma","nebraska","Male","Hispanic",0,0,58915
2002,"Non-Hodgkin Lymphoma","nebraska","Male","White",76.89,206,792716
2002,"Non-Hodgkin Lymphoma","nevada","Female","Black",0,0,84329
2002,"Non-Hodgkin Lymphoma","nevada","Female","Hispanic",0,0,218421
2002,"Non-Hodgkin Lymphoma","nevada","Female","White",58.84,148,891545
2002,"Non-Hodgkin Lymphoma","nevada","Male","Black",0,0,85796
2002,"Non-Hodgkin Lymphoma","nevada","Male","Hispanic",0,19,248095
2002,"Non-Hodgkin Lymphoma","nevada","Male","White",62.95,196,939616
2002,"Non-Hodgkin Lymphoma","new england","Female","Black",15.78,46,464088
2002,"Non-Hodgkin Lymphoma","new england","Female","Hispanic",0,51,479710
2002,"Non-Hodgkin Lymphoma","new england","Female","White",595.81,1440,6547342
2002,"Non-Hodgkin Lymphoma","new england","Male","Black",16.08,56,434557
2002,"Non-Hodgkin Lymphoma","new england","Male","Hispanic",0,55,477538
2002,"Non-Hodgkin Lymphoma","new england","Male","White",610.19,1458,6163524
2002,"Non-Hodgkin Lymphoma","new hampshire","Female","Black",0,0,5894
2002,"Non-Hodgkin Lymphoma","new hampshire","Female","Hispanic",0,0,11866
2002,"Non-Hodgkin Lymphoma","new hampshire","Female","White",59.71,127,628505
2002,"Non-Hodgkin Lymphoma","new hampshire","Male","Black",0,0,7233
2002,"Non-Hodgkin Lymphoma","new hampshire","Male","Hispanic",0,0,12628
2002,"Non-Hodgkin Lymphoma","new hampshire","Male","White",63.89,129,608497
2002,"Non-Hodgkin Lymphoma","new jersey","Female","Black",20.74,73,669104
2002,"Non-Hodgkin Lymphoma","new jersey","Female","Hispanic",0,69,597203
2002,"Non-Hodgkin Lymphoma","new jersey","Female","White",312.19,805,3430658
2002,"Non-Hodgkin Lymphoma","new jersey","Male","Black",43.91,94,601492
2002,"Non-Hodgkin Lymphoma","new jersey","Male","Hispanic",16.02,87,616133
2002,"Non-Hodgkin Lymphoma","new jersey","Male","White",339.59,853,3265263
2002,"Non-Hodgkin Lymphoma","new mexico","Female","Black",0,0,22262
2002,"Non-Hodgkin Lymphoma","new mexico","Female","Hispanic",0,28,400802
2002,"Non-Hodgkin Lymphoma","new mexico","Female","White",50.8,136,806375
2002,"Non-Hodgkin Lymphoma","new mexico","Male","Black",0,0,24425
2002,"Non-Hodgkin Lymphoma","new mexico","Male","Hispanic",18.96,36,394914
2002,"Non-Hodgkin Lymphoma","new mexico","Male","White",54.72,140,781734
2002,"Non-Hodgkin Lymphoma","new york","Female","Black",70.69,190,1860186
2002,"Non-Hodgkin Lymphoma","new york","Female","Hispanic",51.57,157,1516740
2002,"Non-Hodgkin Lymphoma","new york","Female","White",566.59,1537,7358340
2002,"Non-Hodgkin Lymphoma","new york","Male","Black",86.44,229,1600709
2002,"Non-Hodgkin Lymphoma","new york","Male","Hispanic",48.81,254,1479134
2002,"Non-Hodgkin Lymphoma","new york","Male","White",662.8,1741,6976826
2002,"Non-Hodgkin Lymphoma","north carolina","Female","Black",37.9,75,971694
2002,"Non-Hodgkin Lymphoma","north carolina","Female","Hispanic",0,0,185716
2002,"Non-Hodgkin Lymphoma","north carolina","Female","White",256.72,571,3130705
2002,"Non-Hodgkin Lymphoma","north carolina","Male","Black",37.3,107,867504
2002,"Non-Hodgkin Lymphoma","north carolina","Male","Hispanic",0,0,265682
2002,"Non-Hodgkin Lymphoma","north carolina","Male","White",290.24,594,3087701
2002,"Non-Hodgkin Lymphoma","north dakota","Female","Black",0,0,2186
2002,"Non-Hodgkin Lymphoma","north dakota","Female","Hispanic",0,0,4077
2002,"Non-Hodgkin Lymphoma","north dakota","Female","White",28.13,55,296072
2002,"Non-Hodgkin Lymphoma","north dakota","Male","Black",0,0,3123
2002,"Non-Hodgkin Lymphoma","north dakota","Male","Hispanic",0,0,4616
2002,"Non-Hodgkin Lymphoma","north dakota","Male","White",27.12,55,294791
2002,"Non-Hodgkin Lymphoma","ohio","Female","Black",27.03,68,730432
2002,"Non-Hodgkin Lymphoma","ohio","Female","Hispanic",0,0,113487
2002,"Non-Hodgkin Lymphoma","ohio","Female","White",442.65,929,5030104
2002,"Non-Hodgkin Lymphoma","ohio","Male","Black",34.3,80,659633
2002,"Non-Hodgkin Lymphoma","ohio","Male","Hispanic",0,0,122825
2002,"Non-Hodgkin Lymphoma","ohio","Male","White",464.94,1055,4793211
2002,"Non-Hodgkin Lymphoma","oklahoma","Female","Black",0,0,144924
2002,"Non-Hodgkin Lymphoma","oklahoma","Female","Hispanic",0,0,93499
2002,"Non-Hodgkin Lymphoma","oklahoma","Female","White",104.54,271,1432123
2002,"Non-Hodgkin Lymphoma","oklahoma","Male","Black",0,20,141978
2002,"Non-Hodgkin Lymphoma","oklahoma","Male","Hispanic",0,0,109911
2002,"Non-Hodgkin Lymphoma","oklahoma","Male","White",150.43,316,1392870
2002,"Non-Hodgkin Lymphoma","oregon","Female","Black",0,0,35292
2002,"Non-Hodgkin Lymphoma","oregon","Female","Hispanic",0,0,140102
2002,"Non-Hodgkin Lymphoma","oregon","Female","White",147.52,343,1639127
2002,"Non-Hodgkin Lymphoma","oregon","Male","Black",0,0,39641
2002,"Non-Hodgkin Lymphoma","oregon","Male","Hispanic",0,0,171479
2002,"Non-Hodgkin Lymphoma","oregon","Male","White",153.53,379,1616137
2002,"Non-Hodgkin Lymphoma","pennsylvania","Female","Black",22.9,68,693953
2002,"Non-Hodgkin Lymphoma","pennsylvania","Female","Hispanic",0,0,210642
2002,"Non-Hodgkin Lymphoma","pennsylvania","Female","White",541.32,1299,5523645
2002,"Non-Hodgkin Lymphoma","pennsylvania","Male","Black",36.81,96,623821
2002,"Non-Hodgkin Lymphoma","pennsylvania","Male","Hispanic",0,0,222473
2002,"Non-Hodgkin Lymphoma","pennsylvania","Male","White",587.55,1429,5199597
2002,"Non-Hodgkin Lymphoma","rhode island","Female","Black",0,0,34581
2002,"Non-Hodgkin Lymphoma","rhode island","Female","Hispanic",0,0,51525
2002,"Non-Hodgkin Lymphoma","rhode island","Female","White",49.06,127,500642
2002,"Non-Hodgkin Lymphoma","rhode island","Male","Black",0,0,34056
2002,"Non-Hodgkin Lymphoma","rhode island","Male","Hispanic",0,0,50577
2002,"Non-Hodgkin Lymphoma","rhode island","Male","White",44.87,104,462612
2002,"Non-Hodgkin Lymphoma","south carolina","Female","Black",16.92,51,650659
2002,"Non-Hodgkin Lymphoma","south carolina","Female","Hispanic",0,0,46363
2002,"Non-Hodgkin Lymphoma","south carolina","Female","White",115.56,299,1426612
2002,"Non-Hodgkin Lymphoma","south carolina","Male","Black",18.94,52,573991
2002,"Non-Hodgkin Lymphoma","south carolina","Male","Hispanic",0,0,66484
2002,"Non-Hodgkin Lymphoma","south carolina","Male","White",130.76,306,1391090
2002,"Non-Hodgkin Lymphoma","south dakota","Female","Black",0,0,2824
2002,"Non-Hodgkin Lymphoma","south dakota","Female","Hispanic",0,0,6047
2002,"Non-Hodgkin Lymphoma","south dakota","Female","White",25.06,73,343324
2002,"Non-Hodgkin Lymphoma","south dakota","Male","Black",0,0,4286
2002,"Non-Hodgkin Lymphoma","south dakota","Male","Hispanic",0,0,6914
2002,"Non-Hodgkin Lymphoma","south dakota","Male","White",29.05,86,337744
2002,"Non-Hodgkin Lymphoma","tennessee","Female","Black",21.22,0,517636
2002,"Non-Hodgkin Lymphoma","tennessee","Female","Hispanic",0,0,60200
2002,"Non-Hodgkin Lymphoma","tennessee","Female","White",213.83,0,2402586
2002,"Non-Hodgkin Lymphoma","tennessee","Male","Black",0,0,461974
2002,"Non-Hodgkin Lymphoma","tennessee","Male","Hispanic",0,0,85097
2002,"Non-Hodgkin Lymphoma","tennessee","Male","White",222.86,0,2321496
2002,"Non-Hodgkin Lymphoma","texas","Female","Black",45.51,127,1338670
2002,"Non-Hodgkin Lymphoma","texas","Female","Hispanic",113.67,308,3552051
2002,"Non-Hodgkin Lymphoma","texas","Female","White",575.74,1451,9138747
2002,"Non-Hodgkin Lymphoma","texas","Male","Black",53.79,170,1250851
2002,"Non-Hodgkin Lymphoma","texas","Male","Hispanic",111.25,337,3708314
2002,"Non-Hodgkin Lymphoma","texas","Male","White",593.02,1562,9123430
2002,"Non-Hodgkin Lymphoma","utah","Female","Black",0,0,11671
2002,"Non-Hodgkin Lymphoma","utah","Female","Hispanic",0,0,107453
2002,"Non-Hodgkin Lymphoma","utah","Female","White",31.98,142,1102637
2002,"Non-Hodgkin Lymphoma","utah","Male","Black",0,0,14508
2002,"Non-Hodgkin Lymphoma","utah","Male","Hispanic",0,0,124063
2002,"Non-Hodgkin Lymphoma","utah","Male","White",57.7,184,1109635
2002,"Non-Hodgkin Lymphoma","vermont","Female","Black",0,0,1931
2002,"Non-Hodgkin Lymphoma","vermont","Female","Hispanic",0,0,2970
2002,"Non-Hodgkin Lymphoma","vermont","Female","White",23.95,61,307047
2002,"Non-Hodgkin Lymphoma","vermont","Male","Black",0,0,2522
2002,"Non-Hodgkin Lymphoma","vermont","Male","Hispanic",0,0,3067
2002,"Non-Hodgkin Lymphoma","vermont","Male","White",31.97,59,296009
2002,"Non-Hodgkin Lymphoma","virginia","Female","Black",27.77,0,771286
2002,"Non-Hodgkin Lymphoma","virginia","Female","Hispanic",0,0,176492
2002,"Non-Hodgkin Lymphoma","virginia","Female","White",201.01,0,2753494
2002,"Non-Hodgkin Lymphoma","virginia","Male","Black",31.24,0,710041
2002,"Non-Hodgkin Lymphoma","virginia","Male","Hispanic",0,0,202962
2002,"Non-Hodgkin Lymphoma","virginia","Male","White",221.58,0,2702243
2002,"Non-Hodgkin Lymphoma","washington","Female","Black",0,0,115353
2002,"Non-Hodgkin Lymphoma","washington","Female","Hispanic",0,0,227037
2002,"Non-Hodgkin Lymphoma","washington","Female","White",203.84,511,2647211
2002,"Non-Hodgkin Lymphoma","washington","Male","Black",0,0,130558
2002,"Non-Hodgkin Lymphoma","washington","Male","Hispanic",0,21,259815
2002,"Non-Hodgkin Lymphoma","washington","Male","White",276.94,658,2637567
2002,"Non-Hodgkin Lymphoma","west virginia","Female","Black",0,0,30020
2002,"Non-Hodgkin Lymphoma","west virginia","Female","Hispanic",0,0,6372
2002,"Non-Hodgkin Lymphoma","west virginia","Female","White",83.44,207,887691
2002,"Non-Hodgkin Lymphoma","west virginia","Male","Black",0,0,30892
2002,"Non-Hodgkin Lymphoma","west virginia","Male","Hispanic",0,0,6989
2002,"Non-Hodgkin Lymphoma","west virginia","Male","White",80.02,191,842347
2002,"Non-Hodgkin Lymphoma","wisconsin","Female","Black",0,0,173029
2002,"Non-Hodgkin Lymphoma","wisconsin","Female","Hispanic",0,0,99438
2002,"Non-Hodgkin Lymphoma","wisconsin","Female","White",202.25,527,2496901
2002,"Non-Hodgkin Lymphoma","wisconsin","Male","Black",0,16,162761
2002,"Non-Hodgkin Lymphoma","wisconsin","Male","Hispanic",0,0,117395
2002,"Non-Hodgkin Lymphoma","wisconsin","Male","White",210.55,522,2448261
2002,"Non-Hodgkin Lymphoma","wyoming","Female","Black",0,0,2317
2002,"Non-Hodgkin Lymphoma","wyoming","Female","Hispanic",0,0,15601
2002,"Non-Hodgkin Lymphoma","wyoming","Female","White",19.95,38,237456
2002,"Non-Hodgkin Lymphoma","wyoming","Male","Black",0,0,2952
2002,"Non-Hodgkin Lymphoma","wyoming","Male","Hispanic",0,0,16956
2002,"Non-Hodgkin Lymphoma","wyoming","Male","White",0,44,240436
2002,"Oral Cavity and Pharynx","alabama","Female","Black",0,29,634401
2002,"Oral Cavity and Pharynx","alabama","Female","Hispanic",0,0,37902
2002,"Oral Cavity and Pharynx","alabama","Female","White",34.57,139,1646347
2002,"Oral Cavity and Pharynx","alabama","Male","Black",19.89,63,552525
2002,"Oral Cavity and Pharynx","alabama","Male","Hispanic",0,0,49300
2002,"Oral Cavity and Pharynx","alabama","Male","White",65,326,1585331
2002,"Oral Cavity and Pharynx","alaska","Female","Black",0,0,13587
2002,"Oral Cavity and Pharynx","alaska","Female","Hispanic",0,0,14043
2002,"Oral Cavity and Pharynx","alaska","Female","White",0,0,223310
2002,"Oral Cavity and Pharynx","alaska","Male","Black",0,0,14889
2002,"Oral Cavity and Pharynx","alaska","Male","Hispanic",0,0,15398
2002,"Oral Cavity and Pharynx","alaska","Male","White",0,30,244678
2002,"Oral Cavity and Pharynx","arizona","Female","Black",0,0,97609
2002,"Oral Cavity and Pharynx","arizona","Female","Hispanic",0,0,703911
2002,"Oral Cavity and Pharynx","arizona","Female","White",28.86,127,2404961
2002,"Oral Cavity and Pharynx","arizona","Male","Black",0,0,105373
2002,"Oral Cavity and Pharynx","arizona","Male","Hispanic",0,35,756570
2002,"Oral Cavity and Pharynx","arizona","Male","White",89.07,309,2407291
2002,"Oral Cavity and Pharynx","arkansas","Female","Black",0,18,228609
2002,"Oral Cavity and Pharynx","arkansas","Female","Hispanic",0,0,46133
2002,"Oral Cavity and Pharynx","arkansas","Female","White",22.62,75,1130955
2002,"Oral Cavity and Pharynx","arkansas","Male","Black",0,27,205147
2002,"Oral Cavity and Pharynx","arkansas","Male","Hispanic",0,0,57762
2002,"Oral Cavity and Pharynx","arkansas","Male","White",55.91,217,1096207
2002,"Oral Cavity and Pharynx","california","Female","Black",23.46,53,1303597
2002,"Oral Cavity and Pharynx","california","Female","Hispanic",17.15,113,5718023
2002,"Oral Cavity and Pharynx","california","Female","White",246.43,863,13690681
2002,"Oral Cavity and Pharynx","california","Male","Black",47.66,140,1254319
2002,"Oral Cavity and Pharynx","california","Male","Hispanic",66.17,229,6015476
2002,"Oral Cavity and Pharynx","california","Male","White",469.27,1789,13802120
2002,"Oral Cavity and Pharynx","colorado","Female","Black",0,0,96663
2002,"Oral Cavity and Pharynx","colorado","Female","Hispanic",0,0,389831
2002,"Oral Cavity and Pharynx","colorado","Female","White",20.39,107,2038921
2002,"Oral Cavity and Pharynx","colorado","Male","Black",0,0,104454
2002,"Oral Cavity and Pharynx","colorado","Male","Hispanic",0,0,430477
2002,"Oral Cavity and Pharynx","colorado","Male","White",49.77,246,2073856
2002,"Oral Cavity and Pharynx","connecticut","Female","Black",0,0,187546
2002,"Oral Cavity and Pharynx","connecticut","Female","Hispanic",0,0,173093
2002,"Oral Cavity and Pharynx","connecticut","Female","White",19.95,105,1534385
2002,"Oral Cavity and Pharynx","connecticut","Male","Black",0,18,170878
2002,"Oral Cavity and Pharynx","connecticut","Male","Hispanic",0,0,174661
2002,"Oral Cavity and Pharynx","connecticut","Male","White",59.39,233,1448497
2002,"Oral Cavity and Pharynx","delaware","Female","Black",0,0,86947
2002,"Oral Cavity and Pharynx","delaware","Female","Hispanic",0,0,19796
2002,"Oral Cavity and Pharynx","delaware","Female","White",0,24,314803
2002,"Oral Cavity and Pharynx","delaware","Male","Black",0,0,78562
2002,"Oral Cavity and Pharynx","delaware","Male","Hispanic",0,0,23029
2002,"Oral Cavity and Pharynx","delaware","Male","White",16.01,52,302046
2002,"Oral Cavity and Pharynx","district of columbia","Female","Black",0,19,184979
2002,"Oral Cavity and Pharynx","district of columbia","Female","Hispanic",0,0,21775
2002,"Oral Cavity and Pharynx","district of columbia","Female","White",0,0,101921
2002,"Oral Cavity and Pharynx","district of columbia","Male","Black",16.99,36,154485
2002,"Oral Cavity and Pharynx","district of columbia","Male","Hispanic",0,0,24866
2002,"Oral Cavity and Pharynx","district of columbia","Male","White",0,0,102998
2002,"Oral Cavity and Pharynx","florida","Female","Black",17.66,76,1358572
2002,"Oral Cavity and Pharynx","florida","Female","Hispanic",0,0,1495301
2002,"Oral Cavity and Pharynx","florida","Female","White",166.57,706,6940466
2002,"Oral Cavity and Pharynx","florida","Male","Black",42.93,133,1262642
2002,"Oral Cavity and Pharynx","florida","Male","Hispanic",36.22,0,1509298
2002,"Oral Cavity and Pharynx","florida","Male","White",354.44,1560,6687615
2002,"Oral Cavity and Pharynx","georgia","Female","Black",25.41,60,1337363
2002,"Oral Cavity and Pharynx","georgia","Female","Hispanic",0,0,216042
2002,"Oral Cavity and Pharynx","georgia","Female","White",57.71,216,2885722
2002,"Oral Cavity and Pharynx","georgia","Male","Black",39.68,144,1202418
2002,"Oral Cavity and Pharynx","georgia","Male","Hispanic",0,0,305795
2002,"Oral Cavity and Pharynx","georgia","Male","White",81.38,476,2906458
2002,"Oral Cavity and Pharynx","hawaii","Female","Black",0,0,14517
2002,"Oral Cavity and Pharynx","hawaii","Female","Hispanic",0,0,43987
2002,"Oral Cavity and Pharynx","hawaii","Female","White",0,17,139864
2002,"Oral Cavity and Pharynx","hawaii","Male","Black",0,0,20047
2002,"Oral Cavity and Pharynx","hawaii","Male","Hispanic",0,0,46389
2002,"Oral Cavity and Pharynx","hawaii","Male","White",0,46,160662
2002,"Oral Cavity and Pharynx","idaho","Female","Black",0,0,3958
2002,"Oral Cavity and Pharynx","idaho","Female","Hispanic",0,0,52627
2002,"Oral Cavity and Pharynx","idaho","Female","White",0,51,647689
2002,"Oral Cavity and Pharynx","idaho","Male","Black",0,0,5096
2002,"Oral Cavity and Pharynx","idaho","Male","Hispanic",0,0,60690
2002,"Oral Cavity and Pharynx","idaho","Male","White",22.77,78,650629
2002,"Oral Cavity and Pharynx","illinois","Female","Black",19.71,49,1037157
2002,"Oral Cavity and Pharynx","illinois","Female","Hispanic",0,17,782141
2002,"Oral Cavity and Pharynx","illinois","Female","White",86.69,376,5099493
2002,"Oral Cavity and Pharynx","illinois","Male","Black",43.06,153,916262
2002,"Oral Cavity and Pharynx","illinois","Male","Hispanic",0,38,880504
2002,"Oral Cavity and Pharynx","illinois","Male","White",154.65,732,4988578
2002,"Oral Cavity and Pharynx","indiana","Female","Black",0,0,287579
2002,"Oral Cavity and Pharynx","indiana","Female","Hispanic",0,0,110019
2002,"Oral Cavity and Pharynx","indiana","Female","White",36.35,184,2796420
2002,"Oral Cavity and Pharynx","indiana","Male","Black",0,31,265480
2002,"Oral Cavity and Pharynx","indiana","Male","Hispanic",0,0,132757
2002,"Oral Cavity and Pharynx","indiana","Male","White",92.25,435,2713324
2002,"Oral Cavity and Pharynx","iowa","Female","Black",0,0,35292
2002,"Oral Cavity and Pharynx","iowa","Female","Hispanic",0,0,42998
2002,"Oral Cavity and Pharynx","iowa","Female","White",22.9,116,1431015
2002,"Oral Cavity and Pharynx","iowa","Male","Black",0,0,37994
2002,"Oral Cavity and Pharynx","iowa","Male","Hispanic",0,0,51102
2002,"Oral Cavity and Pharynx","iowa","Male","White",53.77,225,1378619
2002,"Oral Cavity and Pharynx","kansas","Female","Black",0,0,85398
2002,"Oral Cavity and Pharynx","kansas","Female","Hispanic",0,0,95374
2002,"Oral Cavity and Pharynx","kansas","Female","White",18.59,90,1239654
2002,"Oral Cavity and Pharynx","kansas","Male","Black",0,0,86268
2002,"Oral Cavity and Pharynx","kansas","Male","Hispanic",0,0,110011
2002,"Oral Cavity and Pharynx","kansas","Male","White",41.28,161,1214105
2002,"Oral Cavity and Pharynx","kentucky","Female","Black",0,0,161265
2002,"Oral Cavity and Pharynx","kentucky","Female","Hispanic",0,0,28368
2002,"Oral Cavity and Pharynx","kentucky","Female","White",32.33,117,1901762
2002,"Oral Cavity and Pharynx","kentucky","Male","Black",0,24,154283
2002,"Oral Cavity and Pharynx","kentucky","Male","Hispanic",0,0,40017
2002,"Oral Cavity and Pharynx","kentucky","Male","White",74.85,347,1825589
2002,"Oral Cavity and Pharynx","louisiana","Female","Black",0,29,782468
2002,"Oral Cavity and Pharynx","louisiana","Female","Hispanic",0,0,56642
2002,"Oral Cavity and Pharynx","louisiana","Female","White",35.46,106,1477307
2002,"Oral Cavity and Pharynx","louisiana","Male","Black",36.32,111,698530
2002,"Oral Cavity and Pharynx","louisiana","Male","Hispanic",0,0,59984
2002,"Oral Cavity and Pharynx","louisiana","Male","White",85.56,280,1426028
